date,open,high,low,close,volume
1996-01-17,11.2291,11.6753,9.8162,10.0021,9659400
1996-01-18,11.006,11.006,9.9649,10.8573,7973400
1996-01-19,10.4111,11.6009,10.4111,10.9316,2457600
1996-01-22,11.6753,12.7164,11.6753,12.7164,5772600
1996-01-23,12.7164,12.7908,12.1215,12.3446,6667800
1996-01-24,11.6753,12.7164,11.6753,12.7164,5279100
1996-01-25,12.7164,12.7908,12.1215,12.3446,4791000
1996-01-26,12.3446,13.0139,12.1215,13.0139,3425400
1996-01-29,12.642,12.7164,12.1958,12.4546,2822700
1996-01-30,12.5677,13.3857,12.4933,13.2013,6442200
1996-01-31,12.642,12.7164,12.1958,12.4561,3215700
1996-02-01,12.5677,13.3857,12.4933,13.1998,6018300
1996-02-02,13.3113,13.3113,12.4189,12.7164,3543600
1996-02-05,13.7575,15.0217,13.5344,15.0217,6166200
1996-02-06,15.0961,15.6166,14.7986,15.4679,4848600
1996-02-07,15.4679,15.5051,13.3113,13.5344,13679700
1996-02-08,13.5344,14.055,13.3113,13.6831,6481500
1996-02-09,13.6831,13.6831,12.7164,12.9767,4458000
1996-02-12,12.7164,13.0139,12.3446,12.4933,5144700
1996-02-13,11.7497,12.3446,11.3035,11.4522,6753000
1996-02-14,11.824,12.1958,11.4522,11.7682,7134300
1996-02-15,11.824,12.4189,11.7497,12.1215,3055500
1996-02-16,12.0471,12.642,11.7497,12.5677,3763800
1996-02-20,12.1958,12.7164,11.8984,12.4933,3170700
1996-02-21,12.642,12.9395,12.2702,12.8651,3766200
1996-02-22,13.0139,14.055,12.9395,14.055,6213000
1996-02-23,14.1293,14.2037,13.3113,13.7203,3469500
1996-02-26,13.7575,13.7575,13.1626,13.3857,2463000
1996-02-27,13.0882,13.1626,12.0471,12.0471,6990900
1996-02-28,12.1958,12.3446,11.5266,11.6009,5924100
1996-02-29,11.2291,11.5266,10.8573,10.9688,4995900
1996-03-01,10.893,11.1547,10.4111,10.8573,5100600
1996-03-04,10.9316,11.3778,10.6342,10.7085,4371300
1996-03-05,10.6342,11.2291,10.4855,10.8751,2802300
1996-03-06,10.9316,11.3778,10.6342,10.7085,3443400
1996-03-07,10.6342,11.2291,10.4855,10.8759,3201900
1996-03-08,10.8573,11.0804,10.3367,10.4111,4854000
1996-03-11,10.4855,10.9316,10.4111,10.6699,3539100
1996-03-12,10.6342,10.7085,10.3367,10.5598,2148300
1996-03-13,10.4855,10.9316,10.4111,10.6714,1915500
1996-03-14,10.6342,10.7085,10.3367,10.5598,3884700
1996-03-15,10.6342,10.7829,10.2624,10.6342,4510800
1996-03-18,11.1547,11.7497,11.0804,11.6753,4369200
1996-03-19,11.7497,12.0471,10.9316,10.9316,2865300
1996-03-20,11.1547,11.7497,11.0804,11.6753,4790700
1996-03-21,11.6009,12.0471,10.9316,10.9316,2999400
1996-03-22,11.006,11.1547,10.188,10.4111,1761000
1996-03-25,10.7085,10.8573,10.4111,10.4855,2367900
1996-03-26,10.4111,10.8573,10.2624,10.8573,2631600
1996-03-27,10.7085,10.8573,10.4111,10.4855,2972700
1996-03-28,10.4111,10.8573,10.2624,10.8573,5299200
1996-03-29,10.8573,11.1547,10.5598,10.7457,2434200
1996-04-01,10.4855,10.7085,10.3367,10.5598,1517400
1996-04-02,10.4855,10.7085,10.3367,10.5598,2513100
1996-04-03,10.5598,10.6342,10.1136,10.2995,2501100
1996-04-04,10.2624,10.6342,10.188,10.5226,2468700
1996-04-08,10.2624,11.2291,10.1136,11.1547,5167800
1996-04-09,10.2624,11.2291,10.1136,11.1547,2873400
1996-04-10,11.4522,11.5266,10.8573,11.3778,3953100
1996-04-11,11.3035,11.5266,10.8573,10.9316,3886800
1996-04-12,10.4111,10.7085,10.2995,10.5226,2863200
1996-04-15,10.4855,10.7085,10.4111,10.5598,2187000
1996-04-16,10.4855,10.7085,10.4111,10.5598,6757800
1996-04-17,11.006,11.415,10.5598,10.7085,4181100
1996-04-18,10.6342,11.0432,10.4111,11.006,3014100
1996-04-19,11.2291,11.4522,11.0804,11.3035,2934300
1996-04-22,11.3035,11.3778,11.0804,11.2291,2094300
1996-04-23,11.3035,11.3778,11.0804,11.2291,4275900
1996-04-24,11.2291,11.8984,11.0432,11.8984,8117100
1996-04-25,12.1215,13.237,12.1215,12.7908,2863500
1996-04-26,12.7908,13.0139,12.4189,12.8279,1693500
1996-04-29,12.7908,12.8651,11.824,11.9728,3707100
1996-04-30,12.7908,12.8651,11.824,11.9728,3422400
1996-05-01,11.824,12.5677,11.7497,12.0471,3859800
1996-05-02,12.3446,13.0139,12.2315,12.7908,4780500
1996-05-03,11.9728,12.5677,11.8984,11.9728,5878200
1996-05-06,13.237,13.3857,12.9395,13.237,2508000
1996-05-07,13.3857,13.3857,13.0139,13.1239,2189400
1996-05-08,13.237,13.3857,12.9395,13.237,4570500
1996-05-09,13.3857,13.3857,13.0139,13.1254,1891200
1996-05-10,13.0882,13.0882,12.2702,12.9395,2609700
1996-05-13,12.5677,13.0882,12.4189,12.8651,2341200
1996-05-14,13.0882,13.3113,12.8651,12.9395,2868900
1996-05-15,12.5677,13.0882,12.4189,12.8651,3636900
1996-05-16,13.0882,13.3113,12.8651,12.9395,3667500
1996-05-17,12.5305,12.7164,12.4189,12.4933,3030600
1996-05-20,13.3113,13.3857,12.5677,12.7908,3148500
1996-05-21,12.7908,12.7908,11.8984,12.1215,2921400
1996-05-22,13.3113,13.3857,12.5677,12.7908,2178000
1996-05-23,12.7908,12.7908,11.8984,12.1215,4461600
1996-05-24,11.6753,12.0471,11.6753,11.9728,3158100
1996-05-28,10.9316,11.0804,10.8573,11.006,3808500
1996-05-29,11.006,11.0804,10.7829,10.8573,1279200
1996-05-30,10.9316,11.0804,10.8573,11.006,2222400
1996-05-31,11.006,11.0804,10.7829,10.8573,3978300
1996-06-03,11.7497,11.824,11.4522,11.4522,2153700
1996-06-04,11.7497,11.824,11.4522,11.4522,3046800
1996-06-05,11.5637,11.6753,10.9316,11.0804,9777600
1996-06-06,10.3739,10.7085,10.0393,10.1136,4087500
1996-06-07,10.2624,10.3367,9.7418,9.7418,7083600
1996-06-10,9.9649,9.9649,9.37,9.37,2471400
1996-06-11,9.5187,9.5931,9.0725,9.2213,3441300
1996-06-12,9.5187,9.5931,9.0725,9.2213,4183200
1996-06-13,9.6674,9.8162,9.2213,9.2956,3008700
1996-06-14,9.5931,9.5931,9.1469,9.4443,2094300
1996-06-17,9.1469,9.2213,8.9238,8.9238,1812000
1996-06-18,8.9982,9.2213,8.9238,8.9238,6807300
1996-06-19,8.8494,8.9982,7.734,7.8455,5259900
1996-06-20,8.1058,8.1058,7.8827,7.9199,6561300
1996-06-21,8.0314,8.0314,7.5852,7.6596,4048800
1996-06-24,7.5852,8.1058,7.4365,7.957,5683800
1996-06-25,7.5852,8.1058,7.4365,7.957,3031200
1996-06-26,8.0314,8.1801,7.734,7.7711,3048000
1996-06-27,7.8083,7.8083,7.2878,7.6596,2514300
1996-06-28,7.6596,7.957,7.5109,7.8269,3459600
1996-07-01,7.957,8.1801,7.5852,7.6596,3524100
1996-07-02,7.6596,8.1801,7.5466,7.7696,2852700
1996-07-03,7.957,8.1801,7.5852,7.6596,1832100
1996-07-05,7.7711,7.9199,7.734,7.734,872700
1996-07-08,7.734,7.957,7.5109,7.5109,2412000
1996-07-09,7.734,7.734,7.4008,7.5852,3604500
1996-07-10,7.734,7.957,7.5109,7.5109,2340000
1996-07-11,7.734,7.734,7.3993,7.5852,2629200
1996-07-12,7.5109,7.5852,7.2878,7.3993,2937900
1996-07-15,7.4008,7.4008,6.321,6.4697,5281500
1996-07-16,6.5441,7.2134,6.0979,7.1004,6578700
1996-07-17,7.3993,7.3993,6.321,6.4697,3658500
1996-07-18,6.5441,7.2134,6.0979,7.1019,2228100
1996-07-19,7.2506,7.5852,7.0647,7.139,2137200
1996-07-22,6.4697,6.7672,6.2467,6.6928,2483100
1996-07-23,6.8416,6.8416,6.1723,6.321,2146200
1996-07-24,6.4697,6.7672,6.2467,6.6928,2991900
1996-07-25,6.8416,6.8416,6.1723,6.321,2472600
1996-07-26,6.0979,6.6928,5.9492,6.1723,2721600
1996-07-29,6.9159,7.1004,6.4697,6.5084,2232600
1996-07-30,6.6928,7.139,6.5441,7.139,4788600
1996-07-31,6.9159,7.1019,6.4697,6.5069,3893400
1996-08-01,6.6928,7.139,6.5441,7.139,3493200
1996-08-02,6.6928,6.8773,6.6542,6.8416,4167300
1996-08-05,6.7672,6.9159,6.6928,6.7315,1985700
1996-08-06,6.7672,6.9159,6.4697,6.8773,2164500
1996-08-07,6.7672,6.9159,6.6928,6.73,6988200
1996-08-08,6.7672,6.9159,6.4697,6.8788,4802400
1996-08-09,7.0647,7.957,7.0647,7.957,1616400
1996-08-12,7.4365,7.5852,7.4365,7.5109,2020800
1996-08-13,7.3621,7.3621,7.0647,7.0647,2548500
1996-08-14,7.4365,7.5852,7.4365,7.5109,3205500
1996-08-15,7.3621,7.3621,7.0647,7.0647,1229700
1996-08-16,7.0647,7.6596,6.9903,7.4365,1696200
1996-08-19,6.9159,7.2134,6.7315,7.139,1863300
1996-08-20,7.2134,7.2134,6.9903,6.9903,813000
1996-08-21,6.9159,7.2134,6.73,7.139,1704300
1996-08-22,7.2134,7.2134,6.9903,6.9903,1527300
1996-08-23,6.9903,7.2134,6.9159,7.139,1941600
1996-08-26,7.139,7.2134,6.7672,6.8773,1728000
1996-08-27,6.8416,7.4365,6.6928,7.4008,7449600
1996-08-28,7.139,7.2134,6.7672,6.8788,4766100
1996-08-29,6.8416,7.4365,6.6928,7.3993,2120700
1996-08-30,7.2134,7.3621,6.9903,7.2506,913800
1996-09-03,6.9159,7.2134,6.8773,7.1569,1358400
1996-09-04,6.9159,7.2134,6.8788,7.1576,982200
1996-09-05,7.139,7.2134,6.9903,7.0647,1893600
1996-09-06,6.9903,7.0275,6.7672,6.8416,2996400
1996-09-09,6.9159,6.9546,6.5798,6.6928,2069400
1996-09-10,6.9159,6.9531,6.5813,6.6928,2930100
1996-09-11,6.6557,6.6928,6.4697,6.6557,1920600
1996-09-12,6.5441,6.7672,6.5069,6.6928,2072400
1996-09-13,6.6557,6.7672,6.6185,6.6928,1937100
1996-09-16,7.0647,7.4365,7.026,7.3621,2539500
1996-09-17,7.0647,7.4365,7.0275,7.3621,2800500
1996-09-18,7.548,7.548,7.2506,7.3621,1088400
1996-09-19,7.139,7.3249,7.0647,7.1762,2523300
1996-09-20,7.1762,7.4365,7.139,7.3807,2037000
1996-09-23,7.1004,7.139,6.8773,6.9546,1214100
1996-09-24,7.1019,7.139,6.8788,6.9531,7207500
1996-09-25,7.0833,7.8083,7.0275,7.8083,9017100
1996-09-26,7.957,8.4032,7.9199,8.3846,4964100
1996-09-27,8.5148,8.5891,8.2545,8.3289,1364100
1996-09-30,8.0701,8.0701,7.8827,7.9184,1367700
1996-10-01,8.0686,8.0686,7.8827,7.9199,2491500
1996-10-02,7.5852,7.7696,7.5109,7.5852,4393500
1996-10-03,7.8083,7.8827,7.4365,7.548,2307300
1996-10-04,7.5852,7.7711,7.5109,7.5852,1288800
1996-10-07,7.5852,7.957,7.5466,7.7696,2903100
1996-10-08,7.9927,8.3289,7.847,8.2545,4637100
1996-10-09,7.5852,7.957,7.548,7.7711,4533600
1996-10-10,7.9942,8.3289,7.8455,8.2545,2812500
1996-10-11,8.552,8.6263,8.2173,8.5148,1897800
1996-10-14,8.1444,8.5163,8.0314,8.0701,4716000
1996-10-15,8.0314,8.1444,7.6596,7.6596,4574400
1996-10-16,8.143,8.5148,8.0314,8.0686,2398200
1996-10-17,8.0314,8.143,7.6596,7.6596,1625700
1996-10-18,7.5852,7.8827,7.3993,7.8083,1679400
1996-10-21,7.5109,7.6983,7.5109,7.5109,1088400
1996-10-22,7.5109,7.5852,7.1777,7.2521,2029800
1996-10-23,7.5109,7.6968,7.5109,7.5109,1918500
1996-10-24,7.5109,7.5852,7.1762,7.2506,1546500
1996-10-25,7.2506,7.6224,7.2506,7.548,3026400
1996-10-28,7.5466,7.8083,7.5466,7.6596,2592900
1996-10-29,7.6239,7.734,7.4008,7.4186,1743300
1996-10-30,7.5852,7.8083,7.548,7.6596,1434600
1996-10-31,7.6224,7.734,7.3993,7.4179,2690100
1996-11-01,7.3993,7.5852,7.2506,7.2878,1568400
1996-11-04,7.2521,7.3621,7.2134,7.2134,1032600
1996-11-05,7.2506,7.3621,7.2134,7.2134,2323200
1996-11-06,7.2878,7.5109,7.2134,7.3993,3915600
1996-11-07,7.4737,7.8827,7.3993,7.4923,3048000
1996-11-08,7.5109,7.6224,7.3993,7.6224,1774500
1996-11-11,7.8083,8.0314,7.6239,7.957,3966300
1996-11-12,7.8083,8.0314,7.6224,7.957,4854300
1996-11-13,8.1801,8.4776,8.1058,8.3661,4730700
1996-11-14,8.4776,8.8494,8.3661,8.7379,2305500
1996-11-15,8.7007,8.9238,8.6263,8.8122,4356300
1996-11-18,8.9625,9.1469,8.4389,8.8851,4746300
1996-11-19,8.961,9.1469,8.4404,8.8866,1893600
1996-11-20,8.8866,9.0353,8.7751,8.961,3446700
1996-11-21,8.8866,8.961,8.3661,8.4776,5034300
1996-11-22,8.2917,8.8494,8.2173,8.7751,18391800
1996-11-25,10.1136,10.3754,9.9649,10.0393,6257100
1996-11-26,10.1136,10.3739,9.9649,10.0393,7276500
1996-11-27,10.0021,10.6342,9.6674,10.5598,2946000
1996-11-29,10.4855,10.7472,10.4855,10.6699,1187700
1996-12-02,10.6699,11.0417,10.4111,11.006,3949500
1996-12-03,11.1161,11.3778,10.9703,10.9703,6120300
1996-12-04,10.9703,11.006,10.4855,10.6699,3995700
1996-12-05,10.7085,10.8573,10.2624,10.2624,3435300
1996-12-06,9.8548,10.4468,9.4087,10.2624,8114100
1996-12-09,10.301,11.1547,10.2624,11.1161,4568700
1996-12-10,11.3035,11.3778,10.6342,10.6342,2949000
1996-12-11,10.5241,10.7472,9.8905,10.1136,8135100
1996-12-12,10.301,10.8573,10.2624,10.4855,7748400
1996-12-13,10.0393,10.2624,9.4443,9.5187,8022600
1996-12-16,9.5187,9.5931,8.9625,9.0368,5416200
1996-12-17,8.8851,8.9238,8.2545,8.5163,8140500
1996-12-18,8.662,8.7007,8.0701,8.1801,6503700
1996-12-19,8.2932,8.8108,8.2545,8.7007,4468800
1996-12-20,8.7394,8.8851,8.6263,8.8108,3527100
1996-12-23,8.8494,8.9238,8.4776,8.4776,2984700
1996-12-24,8.4776,8.5163,8.3646,8.4776,435900
1996-12-26,8.4776,8.5163,8.3646,8.5163,1704600
1996-12-27,8.662,8.662,8.2932,8.2932,1195800
1996-12-30,8.3348,8.6263,8.1801,8.4032,2508600
1996-12-31,8.4032,8.5163,8.3289,8.3646,1549800
1997-01-02,8.2188,8.4032,8.0701,8.2545,2169900
1997-01-03,8.3675,8.7751,8.2932,8.7751,2608200
1997-01-06,9.1469,9.4443,8.8494,9.0725,4379100
1997-01-07,9.1112,9.1469,8.8881,9.0725,2466300
1997-01-08,9.0725,9.6317,9.0368,9.4443,4840200
1997-01-09,9.4443,9.5931,9.2599,9.4443,2214900
1997-01-10,9.4087,9.5574,9.3343,9.4443,2533800
1997-01-13,9.483,9.5187,9.37,9.4443,1893900
1997-01-14,9.5574,9.9649,9.4087,9.5931,3355800
1997-01-15,9.9292,10.4111,9.6674,10.2624,6641700
1997-01-16,10.301,10.4498,10.188,10.3367,2369100
1997-01-17,10.3754,10.6342,10.3367,10.4855,2534400
1997-01-20,10.5241,10.7829,10.2624,10.5985,4464900
1997-01-21,10.9316,11.3421,10.7829,11.0447,9001800
1997-01-22,11.119,11.3035,11.006,11.1934,4029600
1997-01-23,11.2291,12.8651,11.0447,11.7883,14306700
1997-01-24,11.824,12.4576,11.4165,11.4165,10390200
1997-01-27,11.4909,12.1602,11.3035,11.9728,6721200
1997-01-28,12.0471,12.4576,11.6009,11.824,5198700
1997-01-29,11.8627,12.1602,11.4165,11.5652,3942000
1997-01-30,11.9728,12.3089,11.6009,12.2345,6505200
1997-01-31,12.2345,12.3089,11.8984,12.0114,5925900
1997-02-03,11.9728,12.0858,11.6753,11.7497,2372100
1997-02-04,11.4522,11.714,11.1547,11.2678,3115800
1997-02-05,10.9703,11.2678,10.0393,10.2267,6700500
1997-02-06,10.3367,11.006,10.301,10.9316,6106500
1997-02-07,11.119,11.4522,11.0804,11.3778,3863400
1997-02-10,11.2678,11.3778,10.5985,10.6729,3054000
1997-02-11,10.7472,11.1934,10.301,11.0447,5288400
1997-02-12,11.6396,11.9371,11.4522,11.8627,6497100
1997-02-13,11.9371,12.1215,11.824,11.8984,4812900
1997-02-14,12.0471,12.3446,11.8627,12.0114,4140900
1997-02-18,11.8984,12.0471,11.3035,11.3421,5754000
1997-02-19,11.3778,12.3446,11.3421,12.3089,6342300
1997-02-20,12.1602,12.1958,11.824,11.9371,3139800
1997-02-21,11.8627,11.8984,11.4909,11.5652,2427900
1997-02-24,11.5652,11.714,11.2291,11.5652,3218700
1997-02-25,11.6009,11.7497,11.3778,11.6753,3293700
1997-02-26,11.6753,11.7883,11.2291,11.4522,2668800
1997-02-27,11.4522,11.7497,11.1547,11.2291,3098400
1997-02-28,11.1547,11.5266,10.7472,11.3421,5181600
1997-03-03,11.2678,11.5266,11.1547,11.3035,2530800
1997-03-04,11.2291,11.5266,11.006,11.2291,1881300
1997-03-05,11.3421,11.9371,11.2678,11.824,4627800
1997-03-06,11.714,11.9728,11.119,11.2291,4669500
1997-03-07,11.3421,11.3778,10.8959,10.9316,2997900
1997-03-10,11.1934,11.3421,10.8216,11.119,2172000
1997-03-11,11.119,11.3035,10.9703,11.0447,1775400
1997-03-12,11.0447,11.3035,10.8573,11.3035,3860400
1997-03-13,11.1934,11.3421,11.0447,11.2291,2592900
1997-03-14,11.2678,11.3035,11.006,11.0447,2116200
1997-03-17,10.7829,11.0447,10.0393,10.2624,5125200
1997-03-18,9.8162,10.301,9.7418,10.0393,4686600
1997-03-19,9.9292,10.188,9.5931,9.6674,3852900
1997-03-20,9.6674,10.2624,9.3343,10.188,4187400
1997-03-21,10.2624,10.4498,9.5574,9.5931,2676900
1997-03-24,9.483,9.5931,8.8881,9.37,5667900
1997-03-25,9.8905,9.9649,9.5187,9.9649,8864700
1997-03-26,10.188,10.7829,10.0393,10.6342,7398300
1997-03-27,10.6342,10.7085,10.1523,10.2624,4716600
1997-03-31,10.301,10.4498,9.7418,10.0393,5548200
1997-04-01,9.7805,10.1136,9.4443,9.8162,3771300
1997-04-02,9.8162,10.0393,9.6317,9.9292,2828100
1997-04-03,9.8162,10.0779,9.6674,9.9649,3207600
1997-04-04,10.0036,10.5985,9.8905,10.4111,4113300
1997-04-07,10.6729,10.9703,10.4855,10.5985,4578900
1997-04-08,10.3754,10.6342,10.1136,10.2624,3426000
1997-04-09,10.301,10.5598,10.1523,10.1523,2580600
1997-04-10,10.1523,10.2624,9.7805,10.0036,3174000
1997-04-11,9.8162,10.188,9.6674,9.8905,3590400
1997-04-14,9.7418,10.0393,9.5574,9.9649,4622400
1997-04-15,10.1136,10.2267,7.957,7.9957,10856400
1997-04-16,7.2878,7.5495,6.9546,7.4752,17193600
1997-04-17,7.847,8.4776,7.6983,8.1058,9214800
1997-04-18,8.2545,8.4032,7.9214,7.957,3272700
1997-04-21,7.957,8.0314,7.7726,7.9957,3170400
1997-04-22,8.1444,8.665,7.8827,8.6263,5968500
1997-04-23,8.665,8.665,8.2188,8.2932,4432800
1997-04-24,8.4032,8.7007,8.2188,8.5163,4451700
1997-04-25,8.4776,8.7007,8.2545,8.2545,2866500
1997-04-28,8.3289,8.4776,8.1058,8.3675,2147100
1997-04-29,8.5163,8.6263,8.4032,8.5163,1587300
1997-04-30,8.5906,8.8881,8.4032,8.6263,1930200
1997-05-01,8.6263,9.2956,8.4419,9.2599,4883400
1997-05-02,9.5187,10.9316,9.2599,10.7472,11164500
1997-05-05,10.7472,10.8959,10.301,10.7829,6067800
1997-05-06,10.5598,10.9316,10.5241,10.7472,4439400
1997-05-07,10.6729,11.0447,10.188,10.2624,3877500
1997-05-08,10.3754,10.8216,9.9292,10.5598,3199800
1997-05-09,10.6729,10.7472,10.301,10.4855,2412600
1997-05-12,10.4498,10.7085,10.0779,10.3754,2367900
1997-05-13,10.2624,10.3754,9.7805,10.0393,3143100
1997-05-14,10.1136,10.2267,9.2956,9.8162,5737800
1997-05-15,9.8905,10.5985,9.7418,10.5598,3572700
1997-05-16,10.4498,10.7085,10.0779,10.2267,3634800
1997-05-19,10.301,10.4111,10.0036,10.2624,1417800
1997-05-20,10.2267,10.9703,10.0779,10.7829,3626100
1997-05-21,10.8216,11.1547,10.8216,10.9316,4116000
1997-05-22,10.9703,11.0804,10.6342,10.9316,3036600
1997-05-23,10.9316,11.119,10.8216,11.0804,2224800
1997-05-27,11.119,11.4522,10.8216,11.1547,3722100
1997-05-28,11.1547,11.4909,10.8959,11.0804,3777900
1997-05-29,11.0447,11.0804,10.5598,10.8573,3439500
1997-05-30,10.4111,11.119,10.1136,10.8216,7612500
1997-06-02,10.8573,11.1547,10.7085,11.006,2745900
1997-06-03,10.8216,10.8573,10.2624,10.2624,3178800
1997-06-04,10.301,10.8216,10.188,10.5241,3019200
1997-06-05,10.3754,10.7472,10.3367,10.4855,2345100
1997-06-06,10.4111,10.5985,10.188,10.2624,2028300
1997-06-09,10.2624,10.4855,9.9649,10.0779,2312400
1997-06-10,9.6674,10.1136,9.5931,9.7061,3587400
1997-06-11,9.4087,9.8162,9.2599,9.4443,6712500
1997-06-12,9.3343,9.5931,9.2599,9.37,4720200
1997-06-13,9.483,9.8162,9.4087,9.8162,3371100
1997-06-16,9.9649,10.1523,9.7418,10.0779,2289600
1997-06-17,10.0036,10.6342,9.9292,10.4498,3289500
1997-06-18,10.2624,10.4855,10.1136,10.188,2685600
1997-06-19,10.1523,10.5598,10.1136,10.3367,2447100
1997-06-20,10.3367,10.5598,10.3367,10.4111,1905000
1997-06-23,10.3754,10.5985,10.2624,10.3754,2060100
1997-06-24,10.4111,10.6342,10.301,10.5241,2830500
1997-06-25,10.5241,10.8573,10.4498,10.6342,3067200
1997-06-26,10.7085,10.8959,10.5985,10.7085,2684700
1997-06-27,10.9316,10.9703,10.7829,10.8573,1704900
1997-06-30,10.8216,11.0804,10.7829,11.0447,2838300
1997-07-01,11.119,11.9728,11.006,11.8627,8136000
1997-07-02,11.8627,12.2345,11.7883,12.1215,5602200
1997-07-03,12.3089,12.4189,11.8627,12.0114,2017800
1997-07-07,12.0471,12.0858,11.7883,11.9728,2354700
1997-07-08,11.8984,12.0114,11.7497,11.9728,5636400
1997-07-09,11.9728,13.1626,11.8984,12.9395,8204400
1997-07-10,13.4601,13.6475,13.35,13.6088,10449000
1997-07-11,14.2424,14.5012,14.2037,14.4268,5415600
1997-07-14,13.9449,14.5755,13.7218,14.5398,5359200
1997-07-15,15.5423,16.2502,15.1704,16.1759,20924100
1997-07-16,17.2527,17.4401,16.509,16.9939,10156500
1997-07-17,16.8065,16.9552,16.7321,16.7708,4614600
1997-07-18,16.3603,16.509,15.5066,15.9141,8269500
1997-07-21,15.6166,15.9141,15.1704,15.3935,4909500
1997-07-22,16.5834,17.2913,16.1372,17.1426,6254400
1997-07-23,17.1783,17.4401,16.7708,16.9195,5812500
1997-07-24,17.0296,17.9606,16.2502,17.8119,5917500
1997-07-25,17.9963,18.0707,16.8065,16.9552,5509200
1997-07-28,16.8451,17.6989,16.5477,17.5888,5745000
1997-07-29,17.4758,17.5888,17.0296,17.2913,5685900
1997-07-30,17.4758,17.5888,16.4346,16.6577,14173500
1997-07-31,15.5809,15.9141,15.3935,15.7297,5931900
1997-08-01,15.691,16.8065,15.6166,16.509,5943000
1997-08-04,16.6964,17.6989,16.4346,17.5888,6306300
1997-08-05,17.6245,18.6299,17.6245,18.5555,8523600
1997-08-06,18.4425,18.5169,17.7732,18.4068,6872400
1997-08-07,18.145,18.3681,17.4401,17.8476,8977500
1997-08-08,17.1039,17.6245,16.8065,16.9939,6648000
1997-08-11,16.9195,17.2527,15.9885,16.4346,5175000
1997-08-12,16.5834,16.9939,16.3603,16.4733,5370600
1997-08-13,17.0296,17.5501,16.2116,17.4758,7590900
1997-08-14,17.4014,17.8476,16.9552,17.6245,3958200
1997-08-15,17.4758,17.5888,17.1039,17.2527,3309600
1997-08-18,17.2527,17.6245,16.8808,16.8808,4511700
1997-08-19,16.7321,17.327,16.4733,17.217,7929600
1997-08-20,17.1039,19.7811,16.8451,19.7454,19817100
1997-08-21,19.5966,20.0428,18.7786,18.8887,12992100
1997-08-22,18.7043,19.6323,18.4068,19.5223,7800900
1997-08-25,19.4836,20.0785,18.853,18.853,4739100
1997-08-26,18.7043,19.2248,18.145,18.2938,4622700
1997-08-27,18.4812,18.5555,17.9606,18.2194,4371300
1997-08-28,17.6245,17.9606,17.1783,17.2527,7848900
1997-08-29,17.1039,17.2527,16.5834,16.8065,4850400
1997-09-02,17.1039,18.1093,16.9195,17.9219,3978000
1997-09-03,17.8476,18.5169,17.8119,17.8476,6992700
1997-09-04,17.9219,18.0707,17.2913,17.4401,4511400
1997-09-05,17.6632,17.9219,17.2527,17.4014,3004500
1997-09-08,17.4758,17.6632,16.509,16.5477,3181200
1997-09-09,16.6964,17.6989,16.5834,17.5144,5026800
1997-09-10,17.4401,17.6245,16.399,16.4733,3874500
1997-09-11,16.4346,17.0296,16.0628,16.7708,5571000
1997-09-12,16.8451,16.9939,16.3246,16.622,3327900
1997-09-15,16.2859,16.622,15.0217,15.1347,5932200
1997-09-16,15.5809,16.3246,15.2835,16.1759,8253000
1997-09-17,16.2116,16.6964,16.1015,16.1372,4622700
1997-09-18,16.2116,16.2859,15.1704,15.2091,4159800
1997-09-19,15.3192,15.8397,15.1347,15.4322,3238200
1997-09-22,15.6553,16.4733,15.6166,16.1015,3400800
1997-09-23,16.1015,16.5477,15.8784,16.4733,3571200
1997-09-24,16.4346,16.6577,15.2835,15.2835,5197800
1997-09-25,14.7243,15.0217,14.1293,14.3524,14586900
1997-09-26,14.4655,14.5755,13.6831,13.9062,8698200
1997-09-29,13.9449,14.7629,13.7575,14.3911,4955100
1997-09-30,14.3167,14.7986,13.6088,13.8319,5279400
1997-10-01,13.7575,14.055,12.7551,13.0882,10392600
1997-10-02,13.3113,13.8705,13.1626,13.7218,5437500
1997-10-03,14.0193,14.0936,13.35,13.4987,5478300
1997-10-06,13.2756,13.4987,12.5677,12.7908,5578800
1997-10-07,12.9395,13.4987,12.7908,13.35,5006700
1997-10-08,13.3857,14.4655,13.0525,14.168,5622000
1997-10-09,14.055,14.5398,13.5731,13.7218,4902600
1997-10-10,13.5344,14.1293,13.35,13.6088,3047400
1997-10-13,13.8319,14.0936,13.5344,13.7218,2686500
1997-10-14,13.4601,13.7575,12.7164,13.0139,5634600
1997-10-15,12.642,12.9395,12.532,12.6807,4425300
1997-10-16,12.8294,13.0525,12.1602,12.532,5604300
1997-10-17,12.1958,12.4189,10.7472,11.4165,15827400
1997-10-20,11.5652,11.8627,10.8573,11.3421,8356500
1997-10-21,11.5652,11.8627,11.4909,11.714,11320200
1997-10-22,11.8984,12.3832,11.824,11.9371,8536500
1997-10-23,11.2291,11.6396,10.3754,11.6009,17666700
1997-10-24,11.3421,11.6396,10.1136,11.1547,22648800
1997-10-27,10.9316,11.1934,10.0779,10.2624,9459000
1997-10-28,9.8162,11.6009,9.7418,11.006,9638100
1997-10-29,11.3035,11.5266,10.6729,11.3035,6702900
1997-10-30,10.8959,11.1547,10.3367,10.3367,6066600
1997-10-31,10.7829,10.9316,10.0393,10.7472,5706900
1997-11-03,11.119,11.4909,10.7829,11.2678,4508700
1997-11-04,11.4165,11.8627,11.006,11.6396,3809100
